results/layerId,results/layerName,results/displayFieldName,results/value,results/attributes/OBJECTID,results/attributes/HES Adı,results/attributes/Kurum,results/attributes/Aşaması(seç),results/attributes/Akarsu Adı,results/attributes/SHAPE,results/geometryType,results/geometry/x,results/geometry/y,results/geometry/spatialReference/wkid,results/geometry/spatialReference/latestWkid
25,İşletme Durumuna Göre HES,HES_ADI,Kargı HES,524,Kargı HES,Kamu,planlama,Sakarya N.,Point,esriGeometryPoint,31.74515659913698,39.96609845575848,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eğerci HES,920,Eğerci HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,31.812827221196823,41.09996737996381,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çelebiler Reg Ve HES,1065,Çelebiler Reg Ve HES,Kamu,Null,Kargı,Point,esriGeometryPoint,31.946655828671304,36.68249531780207,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Turkuaz,617,Turkuaz,Kamu,4,Sayık D.,Point,esriGeometryPoint,32.01933520737082,40.60730873102217,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kargi Reg Ve HES,1085,Kargi Reg Ve HES,Kamu,Null,Kargı Ç.,Point,esriGeometryPoint,32.05194961049804,36.663735352996575,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Hayat HES,1055,Hayat HES,Kamu,FZB,Alara Ç.,Point,esriGeometryPoint,32.14338762693327,36.76326268344516,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Bozkır HES,551,Bozkır HES,Kamu,planlama,Çarşamba Ç.,Point,esriGeometryPoint,32.30930947221229,37.11321893807201,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Şimşir HES,1720,Şimşir HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,32.3663818864323,41.20487427126475,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Aksu Sahmallar HES,1067,Aksu Sahmallar HES,Kamu,Null,"Çatakdere,Akdere,Köprüdere",Point,esriGeometryPoint,32.43550890424902,36.42360346467635,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çatacık HES,1718,Çatacık HES,Özel(Yap İşlet),Ön rapor,Null,Point,esriGeometryPoint,32.48954660741164,40.98000082499054,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karataş HES,1722,Karataş HES,Özel(Yap İşlet),Fizibilite,Bartın Irmağı,Point,esriGeometryPoint,32.51037203472921,41.458217296363124,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Daran 2 HES,545,Daran 2 HES,Özel(Yap İşlet),SKHA,Ermenek Ç.,Point,esriGeometryPoint,32.67948614876278,36.56711277397165,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yalman -2 HES,563,Yalman -2 HES,Özel(Yap İşlet),Fizibilite,Kışla D.,Point,esriGeometryPoint,32.76488933718259,36.723085643303754,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yazılı HES,37,Yazılı HES,Özel(Yap İşlet),Fizibilite,Yazılı Dere,Point,esriGeometryPoint,32.77594287119607,36.304039624418415,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Otluca -2 HES,90,Otluca -2 HES,Kamu,planlama,Sugözü Dere,Point,esriGeometryPoint,32.82615937385889,36.22530374288889,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Tahtalı HES,556,Tahtalı HES,Özel(Yap İşlet),Fizibilite,Kamışlı D.,Point,esriGeometryPoint,32.82857632182387,37.051164361484474,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Anamur HES,19,Anamur HES,Kamu,isletmede,Anamur Ç.,Point,esriGeometryPoint,32.85166842976906,36.210062570557376,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yazı,589,Yazı,Kamu,5,Yazı Ç.,Point,esriGeometryPoint,32.95134256628104,40.56737024749197,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eren Barajı HES,919,Eren Barajı HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,33.058150339707076,41.09990789416265,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Andıraz HES,910,Andıraz HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,33.1364382701,41.06430223195607,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Birkapılı HES,106,Birkapılı HES,Kamu,isletmede,Pirinç Suyu,Point,esriGeometryPoint,33.44317376326698,36.72060978812654,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kaya HES,903,Kaya HES,Özel(Yap İşlet),Fizibilite,Zarbana Ç.,Point,esriGeometryPoint,33.63918502651132,41.907017298056836,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Zerve I HES,1716,Zerve I HES,Özel(Yap İşlet),Ön rapor,Zerve Ç.,Point,esriGeometryPoint,33.88198978466016,41.92002546993563,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Obrucak HES,905,Obrucak HES,Özel(Yap İşlet),Fizibilite,Gökırmak,Point,esriGeometryPoint,34.00194146972137,41.36989382389084,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ebru -2 HES,1486,Ebru -2 HES,Özel(Yap İşlet),Fizibilite,İlişi Ve Ezine Çayları,Point,esriGeometryPoint,34.03281377299101,41.940196015322,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Bayramiç,1832,Bayramiç,Özel(Yap İşlet),Fizibilite,Karamenderes Ç.,Point,esriGeometryPoint,26.664777430313794,39.82107272687532,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ayazma-2,1837,Ayazma-2,Kamu,"master plan, öninceleme",Ayazma D.,Point,esriGeometryPoint,26.780777180293246,39.767247221376856,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Linlin-2,1844,Linlin-2,Kamu,"master plan, öninceleme",Kovanlıkdere,Point,esriGeometryPoint,27.103420378540996,39.76436814805521,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gölgelikaya HES,1666,Gölgelikaya HES,,Null,Gürlen Ç.,Point,esriGeometryPoint,28.159042622247863,37.51380508887355,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yahyaköy HES,506,Yahyaköy HES,Kamu,"master plan, öninceleme",Susurluk Ç.,Point,esriGeometryPoint,28.176941830222386,39.99188615855399,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Simav,1833,Simav,Özel(Yap İşlet),Fizibilite,Simav Ç.,Point,esriGeometryPoint,28.315046916777398,39.26286570042128,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,A.Dalaman HES 1,1935,A.Dalaman HES 1,,Null,Dalaman Ç.,Point,esriGeometryPoint,28.88336278834986,36.88543765728907,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Nevbahar HES,1684,Nevbahar HES,,Null,Cehennem Dere,Point,esriGeometryPoint,28.97545783855904,36.954549490179545,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gökyar HES,1665,Gökyar HES,,Null,Dalaman Ç.,Point,esriGeometryPoint,29.009501245597317,36.96620720203649,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cindere Barajı Ve HES,1631,Cindere Barajı Ve HES,,Null,B.Menderes N.,Point,esriGeometryPoint,29.03272816049613,38.11256710314503,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kızılçağıl HES,1678,Kızılçağıl HES,,Null,Kızılçağıl,Point,esriGeometryPoint,29.060472355311163,37.074515401563225,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karataş -2 HES,1672,Karataş -2 HES,,Null,Dalaman Ç.,Point,esriGeometryPoint,29.063911379504642,37.032221811598916,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Fethiye HES,1660,Fethiye HES,,Null,Eşençay,Point,esriGeometryPoint,29.174352981804006,36.627912121386686,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çameli -2 HES,1637,Çameli -2 HES,,Null,Karanfilli Ç.,Point,esriGeometryPoint,29.19637071721258,36.97237543243578,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çakır HES,1632,Çakır HES,,Null,Dalaman Ç.,Point,esriGeometryPoint,29.368278720837015,37.314145617950544,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sarıçay HES,1688,Sarıçay HES,,Null,Sarıçay D.,Point,esriGeometryPoint,29.43209301443263,36.7331300835042,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Oylat HES,510,Oylat HES,Özel(Yap İşlet),SKHA,Oylat Dere,Point,esriGeometryPoint,29.591137749631894,39.944613261230096,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kasaba HES,1039,Kasaba HES,Kamu,FZB,Kıbrıs Ç.,Point,esriGeometryPoint,29.761718258577897,36.30629742405583,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cayagzı Reg Ve HES,1047,Cayagzı Reg Ve HES,Kamu,Null,Alakır,Point,esriGeometryPoint,30.252896158103212,36.46476145527864,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Candır 3 HES,1091,Candır 3 HES,Kamu,Null,Çandır Ç.,Point,esriGeometryPoint,30.420639427346174,36.74131459659449,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Akyar Reg. Ve HES(I),1058,Akyar Reg. Ve HES(I),Kamu,FZB,Karaman Ç.,Point,esriGeometryPoint,30.561794277768108,36.946573186435344,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Isparta Elsazı Regülatörü Ve HES,1389,Isparta Elsazı Regülatörü Ve HES,Özel(Yap İşlet),PL,Aksu Ç.,Point,esriGeometryPoint,30.785545167115355,37.52484186818533,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eskıkoy Reg Ve HES,1070,Eskıkoy Reg Ve HES,Kamu,Null,Aksu Ç.,Point,esriGeometryPoint,30.800918479996273,37.233670825581434,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karacaören -2 Barajı Ve HES,1383,Karacaören -2 Barajı Ve HES,Kamu,isletmede,Aksu Ç.,Point,esriGeometryPoint,30.801568826753996,37.251673003990675,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yenice HES,532,Yenice HES,Kamu,isletmede,Sakarya N.,Point,esriGeometryPoint,30.85239885815379,40.062801117783,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Dikmen,588,Dikmen,Kamu,1,Aksu D.,Point,esriGeometryPoint,30.853393408616878,40.711254235962386,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gül -2 Regülatörü Ve HES,1387,Gül -2 Regülatörü Ve HES,Özel(Yap İşlet),PL,Küçüksu D.,Point,esriGeometryPoint,30.882817438602707,37.47641602993509,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Üççamlı Tepesi HES,529,Üççamlı Tepesi HES,Kamu,planlama,Mudurnu Ç.,Point,esriGeometryPoint,30.999241415495515,40.58437969678909,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Bora Regülatörü Ve HES,1390,Bora Regülatörü Ve HES,Kamu,planlama,Köprüçay,Point,esriGeometryPoint,31.171503250226465,37.61551829158254,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Zincirli,1029,Zincirli,Kamu,Null,Köprüçay,Point,esriGeometryPoint,31.199060839610492,37.006205626876856,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Anak Reg Ve HES,1072,Anak Reg Ve HES,Kamu,Null,İtice,Point,esriGeometryPoint,31.22156678788146,37.17040473076432,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Celle HES,1060,Celle HES,Kamu,FZB,Cerle D.,Point,esriGeometryPoint,31.28805684076731,37.04421916594304,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yaylabel HES,1371,Yaylabel HES,Özel(Yap İşlet),IH,Kartoz Ç.,Point,esriGeometryPoint,31.313585166110435,37.55393903686056,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Oymapinar,1027,Oymapinar,Kamu,Null,Manavgat Ç.,Point,esriGeometryPoint,31.52769222659935,36.91292736178753,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Mentesbet Reg Ve HES,1051,Mentesbet Reg Ve HES,Kamu,Null,Manavgat Ç.,Point,esriGeometryPoint,31.61432458177767,36.99177011289888,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Bayır,607,Bayır,Kamu,5,Aladağ Ç.,Point,esriGeometryPoint,31.637659019532094,40.133476258039806,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Duzlen HES,1061,Duzlen HES,Kamu,FZB,Manavgat Ç.,Point,esriGeometryPoint,31.658366515493906,37.083542796190635,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çeltikdere,593,Çeltikdere,Kamu,5,Ulu Çay,Point,esriGeometryPoint,31.688705551231653,40.32375277408555,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Manavgat I Ve Damlapınar HES,1053,Manavgat I Ve Damlapınar HES,Kamu,Null,Manavgat Ç.,Point,esriGeometryPoint,31.703851353276434,37.13305028772245,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yukarı Karaköy,609,Yukarı Karaköy,Kamu,4,Uludere,Point,esriGeometryPoint,31.782198966532924,40.39185602243845,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sogukpınar HES,503,Sogukpınar HES,Kamu,FZB,Kargı Ç.,Point,esriGeometryPoint,31.81764054965291,36.62481904904537,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eyüpler,598,Eyüpler,Kamu,4,Ulu Ç.,Point,esriGeometryPoint,31.853665065915077,40.38319009390529,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cebeci HES,908,Cebeci HES,Özel(Yap İşlet),Ön rapor,Çatalzeytin Ç.,Point,esriGeometryPoint,31.863368752415088,41.12855281143974,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Köprübaşı Brj Ve HES,574,Köprübaşı Brj Ve HES,Kamu,insa halinde,Devrek Ç.,Point,esriGeometryPoint,31.9041180325214,40.98805244100499,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Dim Barajı Ve HES,1024,Dim Barajı Ve HES,Kamu,Null,Dim Ç.,Point,esriGeometryPoint,32.13293872387623,36.5573070755789,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sugozu Kızılduz,1068,Sugozu Kızılduz,Kamu,Null,Bıçkıcı,Point,esriGeometryPoint,32.41143992237272,36.38943147092151,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Suçatı HES,915,Suçatı HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,32.483205561117806,41.16480172078917,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Narlica I HES,1076,Narlica I HES,Kamu,Null,Çığlık D.,Point,esriGeometryPoint,32.5007899284068,36.30575557835059,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Katırova HES,927,Katırova HES,Özel(Yap İşlet),Ön rapor,Bartın Irmağı,Point,esriGeometryPoint,32.55329661634772,41.406569272500725,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Efsun HES,558,Efsun HES,Özel(Yap İşlet),Fizibilite,Ermenek Ç.,Point,esriGeometryPoint,32.71283978535042,36.56805134969213,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kadıbuku HES,925,Kadıbuku HES,Özel(Yap İşlet),Ön rapor,Filyos Ir.,Point,esriGeometryPoint,32.79807325011081,41.206735205975455,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eren -2 HES,896,Eren -2 HES,Özel(Yap İşlet),Fizibilite,Valay Ç.,Point,esriGeometryPoint,32.95740237796772,41.15637601869959,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kızılca Ve HES,24,Kızılca Ve HES,Özel(Yap İşlet),Fizibilite,Kazıklı Dere,Point,esriGeometryPoint,33.08441259318658,36.30084613565264,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Samatlar HES,1706,Samatlar HES,Özel(Yap İşlet),Ön rapor,Filyos Ir.,Point,esriGeometryPoint,33.13059683705777,41.22882475159439,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gezende HES,536,Gezende HES,Kamu,isletmede,Ermenek Ç.,Point,esriGeometryPoint,33.257857051449825,36.56020044715514,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Mut  HES,33,Mut  HES,Kamu,planlama,Göksu N.,Point,esriGeometryPoint,33.29604251873185,36.74314256624827,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Fakas I HES,921,Fakas I HES,Özel(Yap İşlet),Ön rapor,Fakas Ç.,Point,esriGeometryPoint,33.328252499732116,41.92102669989042,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Mut -2 HES,34,Mut -2 HES,Özel(Yap İşlet),Ön rapor,Göksu N.,Point,esriGeometryPoint,33.36650551021102,36.63775585505358,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Zeyne HES,84,Zeyne HES,Kamu,isletmede,Zeyne Kaynakları,Point,esriGeometryPoint,33.529733946319375,36.45877004272735,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Deliktas HES,892,Deliktas HES,Özel(Yap İşlet),Ön rapor,İlişi Ç.,Point,esriGeometryPoint,33.967825943238616,41.95948341631171,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Lamas I HES,97,Lamas I HES,Kamu,"master plan, öninceleme",Lamas Ç.,Point,esriGeometryPoint,34.02446671592731,36.64995334565063,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Madra,1831,Madra,Özel(Yap İşlet),Fizibilite,Madra Ç.,Point,esriGeometryPoint,26.841449063531744,39.23666995467749,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kızılkeçili,1840,Kızılkeçili,Kamu,"master plan, öninceleme",Kızılkeçili D.,Point,esriGeometryPoint,26.92197564406423,39.624640440506,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Linlin-I,1842,Linlin-I,Kamu,"master plan, öninceleme",Kovanlıkdere,Point,esriGeometryPoint,27.076067362889514,39.761321320745104,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kovanburnu HES,1679,Kovanburnu HES,,Null,B.Menderes N.,Point,esriGeometryPoint,27.46381428753839,37.62563353827312,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cüneyt,1790,Cüneyt,Özel(Yap İşlet),Fizibilite,Cüneyt Ç.,Point,esriGeometryPoint,28.130099263841643,39.213929010450386,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cüneyt,1838,Cüneyt,Kamu,"master plan, öninceleme",Cüneyt Ç.,Point,esriGeometryPoint,28.143249454487496,39.20212237920915,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ercin HES,1655,Ercin HES,,Null,Namnam,Point,esriGeometryPoint,28.57075369109733,37.04093503456507,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Akçay -2 Barajı Ve HES,1949,Akçay -2 Barajı Ve HES,,Null,Akçay,Point,esriGeometryPoint,28.630245639054557,37.459513872782544,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yenidere HES,1699,Yenidere HES,,Null,Yenidere,Point,esriGeometryPoint,28.693029219445336,37.478482463148275,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Balat,1789,Balat,Özel(Yap İşlet),Fizibilite,Balat Ç.,Point,esriGeometryPoint,28.73629807761139,39.614324171340506,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,A.Dalaman HES 4,1938,A.Dalaman HES 4,,Null,Dalaman Ç.,Point,esriGeometryPoint,28.828107046824776,36.87166663593228,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Beyağaç HES,1629,Beyağaç HES,,Null,Derebaşı Kayn.,Point,esriGeometryPoint,28.91110255709781,37.254757717421015,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Başkarcı HES,1625,Başkarcı HES,,Null,Null,Point,esriGeometryPoint,28.975981627815372,37.771412935093515,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Güldürtaş HES,1667,Güldürtaş HES,,Null,Dalaman Ç.,Point,esriGeometryPoint,29.009528567030184,36.96639950482346,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Horoz  HES,1670,Horoz  HES,,Null,Arıtma Tahliyesi,Point,esriGeometryPoint,29.10929870625903,37.82884600058071,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ege I HES,1653,Ege I HES,,Null,Çürüksu Sol Kan.,Point,esriGeometryPoint,29.125361376584948,37.827421477139,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yön HES,1700,Yön HES,,Null,Dalaman Ç.,Point,esriGeometryPoint,29.13560131538291,37.12840770696022,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Taşcılar HES,1695,Taşcılar HES,,Null,Hüsniye(Kanlıçay),Point,esriGeometryPoint,29.24515208001624,36.94443536981815,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eşen I Barajı Ve HES,1657,Eşen I Barajı Ve HES,,Null,Eşençay,Point,esriGeometryPoint,29.422150021580748,36.800740946486314,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Erenler HES,1656,Erenler HES,,Null,B.Menderes N.,Point,esriGeometryPoint,29.44069718912079,38.07146738343421,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Boğazköy HES,518,Boğazköy HES,Özel(Yap İşlet),EPDK,Göksu,Point,esriGeometryPoint,29.526446269597535,40.17323046274961,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Aykırca Reg Ve HES,1092,Aykırca Reg Ve HES,Kamu,EIE,Başgöz Ç.,Point,esriGeometryPoint,30.070648752419284,36.49082469915202,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kapıcay HES,1034,Kapıcay HES,Kamu,Null,Başgöz Ç.,Point,esriGeometryPoint,30.14493408841708,36.41313654593301,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Dinar -2 HES,1361,Dinar -2 HES,Özel(Yap İşlet Devret),IS,Karakuyu Depolaması,Point,esriGeometryPoint,30.163184485684198,38.08483753248764,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Tocak  I HES,1084,Tocak  I HES,Kamu,Null,Alakır Ç.,Point,esriGeometryPoint,30.2353224648623,36.42905368568917,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Porsuk HES,521,Porsuk HES,Kamu,planlama,Porsuk Ç.,Point,esriGeometryPoint,30.285365141751544,39.641076522439946,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Isparta Çayı Reg. Ve Maraton HES,1364,Isparta Çayı Reg. Ve Maraton HES,Özel(Yap İşlet),PL,Isparta Ç.,Point,esriGeometryPoint,30.737617962292937,37.62254729139388,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eceada,622,Eceada,Kamu,4,Tavşansuyu D.,Point,esriGeometryPoint,30.873778710376452,40.55815497285567,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Göksu,610,Göksu,Kamu,4,Mudurnu Ç.,Point,esriGeometryPoint,30.898945174838563,40.5796082702437,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Balkaya,633,Balkaya,Kamu,4,Küçükdere,Point,esriGeometryPoint,30.961427551622357,40.70057800189322,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sütcüler HES,1363,Sütcüler HES,Özel(Yap İşlet Devret),IS,Değirmen D.,Point,esriGeometryPoint,30.970515528066084,37.475140001868574,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gökçekaya HES,531,Gökçekaya HES,Kamu,isletmede,Sakarya N.,Point,esriGeometryPoint,31.0195340811092,40.02803389764623,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Uğur (Uğursuyu),619,Uğur (Uğursuyu),Kamu,4,Uğursuyu,Point,esriGeometryPoint,31.244010144208403,40.72696239710034,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yürük Regülatörü Ve HES,1380,Yürük Regülatörü Ve HES,Özel(Yap İşlet),MP,Cevizlidere,Point,esriGeometryPoint,31.32929444440168,38.37019236642085,4326,4326
