results/layerId,results/layerName,results/displayFieldName,results/value,results/attributes/OBJECTID,results/attributes/HES Adı,results/attributes/Kurum,results/attributes/Aşaması(seç),results/attributes/Akarsu Adı,results/attributes/SHAPE,results/geometryType,results/geometry/x,results/geometry/y,results/geometry/spatialReference/wkid,results/geometry/spatialReference/latestWkid
25,İşletme Durumuna Göre HES,HES_ADI,Kalecik,592,Kalecik,Kamu,5,Kızılırmak N.,Point,esriGeometryPoint,33.448103289439786,40.06400077386527,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Hirfanlı Brj. Ve HES,567,Hirfanlı Brj. Ve HES,Kamu,isletmede,Kızılırmak N.,Point,esriGeometryPoint,33.52080163871042,39.273164556908,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Silifke 22 HES,29,Silifke 22 HES,Kamu,"master plan, öninceleme",Göksu N.,Point,esriGeometryPoint,33.92316016298971,36.40093801522504,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Lamas Gökler HES,96,Lamas Gökler HES,Özel(Yap İşlet Devret),Insa Halinde,Lamas Ç.,Point,esriGeometryPoint,33.94344512267724,36.73309696412952,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karlıbel -2,591,Karlıbel -2,Kamu,5,Dede (Aluç) D.,Point,esriGeometryPoint,34.232469356647556,40.761141085640745,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Bolkar HES (Cehenem D.),15,Bolkar HES (Cehenem D.),Özel(Yap İşlet),Fizibilite,Cehennem Dere,Point,esriGeometryPoint,34.4871464799726,37.18533993044022,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kayabaşı HES,7,Kayabaşı HES,Özel(Yap İşlet),SKHA,Irmaközü D.,Point,esriGeometryPoint,34.63237333334582,37.23442461168754,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Osmancık,620,Osmancık,Kamu,4,Kızılırmak N.,Point,esriGeometryPoint,34.79662049443526,40.968798910904795,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karakuz HES,93,Karakuz HES,Kamu,proje,Körkün Ç.,Point,esriGeometryPoint,35.12605161406311,37.36425829943006,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Seyhan HES,76,Seyhan HES,Kamu,isletmede,Seyhan N.,Point,esriGeometryPoint,35.34464996219298,37.03472267141264,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çamlıca-2 HES,1006,Çamlıca-2 HES,Özel(Yap İşlet),EPDK,Zamantı,Point,esriGeometryPoint,35.50501880085171,37.899192503245,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çekerek HES,418,Çekerek HES,Kamu,planlama,Çekerek,Point,esriGeometryPoint,35.55272790212008,40.04887412034787,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Köprü HES,104,Köprü HES,Özel(Yap İşlet),SKHA,Göksu,Point,esriGeometryPoint,35.61358654584215,37.62041147278504,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Altınkaya HES,416,Altınkaya HES,Kamu,isletmede,Kızılırmak,Point,esriGeometryPoint,35.73003057968796,41.36246835913093,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Asmaca HES,43,Asmaca HES,Kamu,planlama,Asmaca Ç.,Point,esriGeometryPoint,35.858987703892666,37.85954384232342,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kale Altı HES,412,Kale Altı HES,Kamu,insa halinde,Savrun D.,Point,esriGeometryPoint,36.15030848100207,37.54886820096535,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Tecde,1490,Tecde,Özel(Yap İşlet Devret),Fizibilite,Hancer Irmağı D.,Point,esriGeometryPoint,36.21436143041351,37.9390383520639,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sağlam 1 HES,395,Sağlam 1 HES,Özel(Yap İşlet),Fizibilite,Karaçay,Point,esriGeometryPoint,36.27212840750692,37.048436842385556,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karasu İçme Suyu  ,1438,Karasu İçme Suyu,Özel(Yap İşlet Devret),Isletmede,Körsulu Ç.-Karasu Kanalı,Point,esriGeometryPoint,36.47737156383967,37.592883168361816,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Dalca HES,124,Dalca HES,Özel(Yap İşlet),Fizibilite,Sacunsuyu Ç.,Point,esriGeometryPoint,36.56345498405917,37.296692958806354,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sır,1430,Sır,Kamu,isletmede,Ceyhan N.,Point,esriGeometryPoint,36.5926906844986,37.49245344165481,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kısık,1466,Kısık,Özel(Yap İşlet Devret),Isletmede,Tekir Suyu,Point,esriGeometryPoint,36.64236946456975,37.85930039372365,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çamlık  ,1447,Çamlık,Özel(Yap İşlet Devret),Fizibilite,Güredin Ç.-Tekir Dere,Point,esriGeometryPoint,36.68989165389681,37.784469768553414,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Fırnız,1455,Fırnız,Özel(Yap İşlet Devret),Isletmede,Fırnıs D.,Point,esriGeometryPoint,36.69300410240768,37.760024368185945,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Suçatı,1465,Suçatı,Özel(Yap İşlet Devret),Isletmede,Güredin Ç.,Point,esriGeometryPoint,36.73304875402865,37.76155157386918,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kozak ,1420,Kozak,Özel(Yap İşlet Devret),Isletmede,Zeytin D.,Point,esriGeometryPoint,36.781265849430866,37.78740579910904,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Menzelet,1429,Menzelet,Kamu,isletmede,Ceyhan N.,Point,esriGeometryPoint,36.848104275646335,37.67398482226151,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ataköy HES,470,Ataköy HES,Kamu,isletmede,Yeşilırmak,Point,esriGeometryPoint,36.881508859218755,40.42655758082118,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sarıgüzel,1458,Sarıgüzel,Özel(Yap İşlet Devret),Insa Halinde,Ceyhan N.,Point,esriGeometryPoint,36.97085306550552,37.90014709051118,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Söğütlü Regülatörü,1501,Söğütlü Regülatörü,Özel(Yap İşlet),Fizibilite,Söğütlüboynu D.,Point,esriGeometryPoint,36.97753242295954,37.856726185405456,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Akıncı HES,421,Akıncı HES,Özel(Yap İşlet),SKHA,Kelkit,Point,esriGeometryPoint,37.09848369550747,40.44213915795227,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kartal HES,461,Kartal HES,Özel(Yap İşlet),Fizibilite,Cevizdere,Point,esriGeometryPoint,37.24702110742523,41.03407120833693,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Reşadiye HES,422,Reşadiye HES,Özel(Yap İşlet),SKHA,Kelkit,Point,esriGeometryPoint,37.29970239414914,40.39952547420418,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Erik HES,564,Erik HES,Kamu,insa halinde,Erik D.,Point,esriGeometryPoint,33.05181979107255,36.567172452703154,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Lenger-1 HES,23,Lenger-1 HES,Özel(Yap İşlet),SKHA,Kazıklı Dere,Point,esriGeometryPoint,33.075493381659115,36.29220872771269,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Azmak -2 HES,27,Azmak -2 HES,Özel(Yap İşlet),SKHA,Ermenek Ç.,Point,esriGeometryPoint,33.321613954329315,36.581917987440775,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Derinçay Mut HES,107,Derinçay Mut HES,Kamu,isletmede,Göksu N.,Point,esriGeometryPoint,33.325930214640934,36.72497306764653,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kesikköprü Brj Ve HES,576,Kesikköprü Brj Ve HES,Kamu,isletmede,Kızılırmak N.,Point,esriGeometryPoint,33.41970442709684,39.397603366555984,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kızılçam HES,929,Kızılçam HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,33.561888371053186,41.1887791790786,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yavuz HES,912,Yavuz HES,Özel(Yap İşlet),Fizibilite,Zarbana Ç.,Point,esriGeometryPoint,33.65783139617827,41.863987963798266,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Aybige HES,1484,Aybige HES,Özel(Yap İşlet),Ön rapor,Ezine Ç.,Point,esriGeometryPoint,33.96695425761041,41.774438183426334,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Aydos HES,1483,Aydos HES,Özel(Yap İşlet),Ön rapor,Ezine Ç.,Point,esriGeometryPoint,34.02020570159627,41.81711319930371,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Efrenk HES,47,Efrenk HES,Kamu,proje,Efrenk Ç.,Point,esriGeometryPoint,34.54150196319807,37.114826697637014,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Efrenk  HES,46,Efrenk  HES,Kamu,proje,Efrenk Ç.,Point,esriGeometryPoint,34.54911394907228,36.856276528017865,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Pamukluk HES,100,Pamukluk HES,Kamu,proje,Pamukluk Ç.,Point,esriGeometryPoint,34.71713395064048,37.06663129729604,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Boyabat HES,458,Boyabat HES,Özel(Yap İşlet Devret),Insa Halinde,Kızılırmak,Point,esriGeometryPoint,35.00795920973034,41.34237358855671,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eglence I HES,66,Eglence I HES,Özel(Yap İşlet),SKHA,Eğlence D.,Point,esriGeometryPoint,35.20044825379375,37.4126017418341,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Tatlar HES,1008,Tatlar HES,Özel(Yap İşlet),EPDK,Zamantı,Point,esriGeometryPoint,35.447418314842125,37.80251490699857,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gümüşören HES,1011,Gümüşören HES,Kamu,planlama,Zamantı,Point,esriGeometryPoint,35.63792144364402,38.24221350251157,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Boztaş HES,50,Boztaş HES,Özel(Yap İşlet),Ön rapor,Salan D.,Point,esriGeometryPoint,35.71572453475107,37.70862061438336,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Feke -2 HES,64,Feke -2 HES,Kamu,proje,Göksu,Point,esriGeometryPoint,35.85597728324287,37.73106649453268,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Arzu  HES,114,Arzu  HES,Özel(Yap İşlet),Ön rapor,Zilli Ç.,Point,esriGeometryPoint,36.043408405420216,36.422195807221584,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Asya HES,390,Asya HES,Özel(Yap İşlet),Fizibilite,Sulama Kanalı,Point,esriGeometryPoint,36.07457017382341,37.37074071700533,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Bağlar HES,112,Bağlar HES,Özel(Yap İşlet),Fizibilite,Körkün Ç.,Point,esriGeometryPoint,36.17951724838267,37.890563183052784,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cevdetiye HES,382,Cevdetiye HES,Özel(Yap İşlet),Ön rapor,Ceyhan N.,Point,esriGeometryPoint,36.198066233696224,37.14376626381405,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Saraç HES,146,Saraç HES,Özel(Yap İşlet),SKHA,Null,Point,esriGeometryPoint,36.20595055443098,39.3724400722502,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çermikler HES,1391,Çermikler HES,Özel(Yap İşlet),SKHA,Kızırırmak,Point,esriGeometryPoint,36.28588200353851,39.40159064386088,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Mertköy HES,1012,Mertköy HES,Özel(Yap İşlet),Ön rapor,Sarız Suyu,Point,esriGeometryPoint,36.33700371793215,38.333566855564584,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sazak  ,1450,Sazak,Kamu,"master plan, öninceleme",Çatak D.,Point,esriGeometryPoint,36.358294149224,37.50073284440466,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Değirmenüstü  ,1437,Değirmenüstü,Özel(Yap İşlet Devret),Isletmede,Körsulu Ç.,Point,esriGeometryPoint,36.445076199415816,37.618434150713746,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gökboyun Regülatörü Ve HES,409,Gökboyun Regülatörü Ve HES,Özel(Yap İşlet),SKHA,Sabunsuyu D.,Point,esriGeometryPoint,36.52827488546092,37.29755931289081,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yahyabey HES,1014,Yahyabey HES,Özel(Yap İşlet),Fizibilite,Zamantı,Point,esriGeometryPoint,36.54007763841675,39.01256573920302,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Hasan Uğurlu HES,465,Hasan Uğurlu HES,Kamu,isletmede,Yeşilırmak,Point,esriGeometryPoint,36.647902781926014,40.938397405036945,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Şahinkaya HES,466,Şahinkaya HES,Özel(Yap İşlet),Fizibilite,Karakuş,Point,esriGeometryPoint,36.697577255318016,40.85135582941782,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Adatepe HES,1451,Adatepe HES,Kamu,insa halinde,Göksu Ç.,Point,esriGeometryPoint,36.73647763806294,38.123390181519426,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kılavuzlu Barajı ,1436,Kılavuzlu Barajı,Kamu,insa halinde,Ceyhan N.,Point,esriGeometryPoint,36.80119639069426,37.62393481815498,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Süleymanlı,158,Süleymanlı,Özel(Yap İşlet Devret),Isletmede,Zeytin D.,Point,esriGeometryPoint,36.821233967902636,37.847962974759284,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Pelitli HES,462,Pelitli HES,Özel(Yap İşlet),Fizibilite,Cevizdere,Point,esriGeometryPoint,37.21436648383317,40.997382968505974,4326,4326
