"layerId","layerName","displayFieldName","value","attributes__OBJECTID","attributes__HES Adı","attributes__Kurum","attributes__Aşaması(seç)","attributes__Akarsu Adı","attributes__SHAPE","geometryType","geometry__x","geometry__y","geometry__spatialReference__wkid","geometry__spatialReference__latestWkid"
"25","İşletme Durumuna Göre HES","HES_ADI","Yaşıl","1499","Yaşıl","Özel(Yap İşlet Devret)","SKHA","Aksu Ç.","Point","esriGeometryPoint","37.14385247458754","37.341062509562043","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kurtuluş","1471","Kurtuluş","Özel(Yap İşlet Devret)","SKHA","Sacir Suyu","Point","esriGeometryPoint","37.451399753399436","37.027881875560617","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Bolaman HES","424","Bolaman HES","Özel(Yap İşlet)","Fizibilite","Bolaman","Point","esriGeometryPoint","37.489317516033985","40.926590534274965","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kayalı HES","290","Kayalı HES","Özel(Yap İşlet Devret)","Fizibilite","Sürgü Ç. Tatlar Ç.","Point","esriGeometryPoint","37.678834002635746","37.969393838607644","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Üçgen-2 HES","1504","Üçgen-2 HES","Özel(Yap İşlet)","Lisans","Null","Point","esriGeometryPoint","37.982434925612473","40.745640558104874","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Doğankaya","157","Doğankaya","Özel(Yap İşlet Devret)","SKHA","Göksu N.","Point","esriGeometryPoint","38.028470804558353","37.733527381898988","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Çatalçam HES","670","Çatalçam HES","Kamu","FZB","Null","Point","esriGeometryPoint","38.119771396546874","40.670916757824365","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kovanlık HES","735","Kovanlık HES","Kamu","Null","Null","Point","esriGeometryPoint","38.15437942344608","40.821164735408317","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","İmranlı HES","1402","İmranlı HES","Kamu","planlama","Kızılırmak","Point","esriGeometryPoint","38.172635372515359","39.881397696178119","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Arpacık HES","669","Arpacık HES","Kamu","FZB","Null","Point","esriGeometryPoint","38.194808347254188","40.703219585807339","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Ayranlı HES","235","Ayranlı HES","Kamu","master plan, öninceleme","Karabudak","Point","esriGeometryPoint","38.32259006797193","39.57376772370484","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Ağıl HES","184","Ağıl HES","Kamu","master plan, öninceleme","Karabudak D.","Point","esriGeometryPoint","38.335815724770761","39.574503535553575","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Ozanlı HES","739","Ozanlı HES","Kamu","Null","Null","Point","esriGeometryPoint","38.405144353005994","40.234302909282988","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Angutlu-I-2 HES","1557","Angutlu-I-2 HES","Kamu","FZB","Null","Point","esriGeometryPoint","38.463436901803838","40.786533139513629","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Burak Ömer HES","287","Burak Ömer HES","Özel(Yap İşlet Devret)","Fizibilite","Koçaçimen D.","Point","esriGeometryPoint","38.498980707959376","39.272475557427413","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Konak HES","1397","Konak HES","Özel(Yap İşlet)","Isletmede","S1 Sulama Kanalı","Point","esriGeometryPoint","38.548744892629827","40.071079158966789","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Büyük HES","1559","Büyük HES","Kamu","FZB","Null","Point","esriGeometryPoint","38.550903187968096","40.822039683706826","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Aksu HES","1568","Aksu HES","Özel(Yap İşlet Devret)","Fizibilite","Ekindere","Point","esriGeometryPoint","38.559347857823063","40.575731511227353","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Akköy HES","1532","Akköy HES","Kamu","FZB","Null","Point","esriGeometryPoint","38.63363078984235","40.842529386853577","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kıran HES","661","Kıran HES","Kamu","FZB","Null","Point","esriGeometryPoint","38.642943854078489","40.911285483966559","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Değirmen2 HES","838","Değirmen2 HES","Kamu","FZB","Null","Point","esriGeometryPoint","38.656215989400174","40.137643901806115","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Armağan HES","289","Armağan HES","Özel(Yap İşlet Devret)","Fizibilite","Rabat Ç.","Point","esriGeometryPoint","38.759889064833885","39.211217784356769","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Oba HES","285","Oba HES","Özel(Yap İşlet Devret)","Fizibilite","Kahta Ç.","Point","esriGeometryPoint","38.772962305157179","38.037736706245269","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kaynar-1 HES","150","Kaynar-1 HES","Özel(Yap İşlet)","SKHA","Seme D.","Point","esriGeometryPoint","38.781797769296574","40.087494854188137","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Ahallı HES","764","Ahallı HES","Kamu","Başvuru","Null","Point","esriGeometryPoint","38.838500339338978","40.801130642554909","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Doğankent HES","1580","Doğankent HES","Kamu","Null","Null","Point","esriGeometryPoint","38.912575159461419","40.796131650236653","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Alaş I-2 HES","788","Alaş I-2 HES","Kamu","Ön Başvuru","Null","Point","esriGeometryPoint","38.913263074587249","40.8193558046327","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Acısu HES","653","Acısu HES","Özel(Yap İşlet Devret)","Fizibilite","Sümüklü D.","Point","esriGeometryPoint","38.974663915414098","40.507080959237285","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Teli HES","774","Teli HES","Kamu","İnşaat aşaması","Null","Point","esriGeometryPoint","39.082796174419144","40.854638799258289","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Gecür HES","771","Gecür HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.091154250075974","40.841426151017416","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kahraman HES","805","Kahraman HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.09170820043218","40.838638514110635","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kuzey-I HES","1517","Kuzey-I HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.175121207427864","40.387373526510025","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Akyayık HES","350","Akyayık HES","Özel(Yap İşlet Devret)","Fizibilite","Mercan D.","Point","esriGeometryPoint","39.288613385105094","39.381127338234919","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kayalık HES","641","Kayalık HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.343012701364849","41.002639751968779","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Düzköy HES","655","Düzköy HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.412964328765938","40.871369520360027","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Sakaltutan Regulatoru Ve HES","935","Sakaltutan Regulatoru Ve HES","Özel(Yap İşlet)","On_Basvuru","Null","Point","esriGeometryPoint","39.451207062486525","38.174669344924062","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Visera HES","1600","Visera HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.46033527618885","40.890366723482487","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Turnagöl I HES","798","Turnagöl I HES","Kamu","Ön Başvuru","Null","Point","esriGeometryPoint","39.536461778977859","40.676168315349763","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Sukenarı HES","832","Sukenarı HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.576443458939735","40.786666869818198","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Saman HES","1601","Saman HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.578820890147178","40.791271176784761","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Hakis HES","334","Hakis HES","Özel(Yap İşlet Devret)","SKHA","Hakis Ç.","Point","esriGeometryPoint","39.784722731578348","39.224406871928949","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","İftelan HES","806","İftelan HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.857360991464574","40.753424043408089","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Palu HES","357","Palu HES","Kamu","master plan, öninceleme","Null","Point","esriGeometryPoint","39.913689437951795","38.680854630784708","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Poyraz I-2 Regülatörü Ve HES","257","Poyraz I-2 Regülatörü Ve HES","Kamu","planlama","Fırat","Point","esriGeometryPoint","40.155296974782928","39.576958895613437","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Dibni Barajı Ve HES","942","Dibni Barajı Ve HES","Özel(Yap İşlet)","Fizibilite","Null","Point","esriGeometryPoint","40.197140443607957","38.423699906839566","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Dibni HES","976","Dibni HES","Kamu","master plan, öninceleme","Dicle N.","Point","esriGeometryPoint","40.203392524783816","38.446018818701631","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Dicle Sahaban HES","937","Dicle Sahaban HES","Özel(Yap İşlet)","On_Basvuru","Null","Point","esriGeometryPoint","40.21928076833705","38.109639455987576","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Derebaşı HES","732","Derebaşı HES","Kamu","FZB","Null","Point","esriGeometryPoint","40.23133781991357","40.570828465702789","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Çayırdüzü HES","214","Çayırdüzü HES","Kamu","planlama","Kırdım Ç.","Point","esriGeometryPoint","40.233409501920313","39.647119163831981","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Dicle I HES","373","Dicle I HES","Özel(Yap İşlet)","Fizibilite","Null","Point","esriGeometryPoint","40.239751306982122","38.000007569471677","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Karasu -5 HES","177","Karasu -5 HES","Kamu","planlama","Karasu Ç.","Point","esriGeometryPoint","40.32581423267191","39.932699965198296","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Pulur HES","353","Pulur HES","Özel(Yap İşlet Devret)","Fizibilite","Gökçeli Çay","Point","esriGeometryPoint","40.369849684162311","39.228263066030188","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Niksar HES","420","Niksar HES","Özel(Yap İşlet)","SKHA","Kelkit","Point","esriGeometryPoint","36.990504520854458","40.484664643994783","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Çakmak-1","154","Çakmak-1","Özel(Yap İşlet)","Fizibilite","Söğütlübuynu D.","Point","esriGeometryPoint","36.992598573530515","37.857287507689371","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Dağdelen ","1457","Dağdelen","Özel(Yap İşlet Devret)","SKHA","Ceyhan N.","Point","esriGeometryPoint","37.007559061584999","38.111826292401972","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Karapur","1467","Karapur","Özel(Yap İşlet Devret)","EPDK","Göksu N.","Point","esriGeometryPoint","37.468292206645863","37.811487977095112","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Çatalkaya","1416","Çatalkaya","Özel(Yap İşlet)","EPDK","Göksu Ç.","Point","esriGeometryPoint","37.474746185780994","37.860431870595335","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kaynarca HES","366","Kaynarca HES","Özel(Yap İşlet Devret)","Fizibilite","Ayvalı Tohma Ç.","Point","esriGeometryPoint","37.634450621583255","38.60435179325367","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Yeşil HES","149","Yeşil HES","Özel(Yap İşlet)","SKHA","Yeşilırmak","Point","esriGeometryPoint","37.658251687406889","40.182333556402213","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Değirmen","1493","Değirmen","Özel(Yap İşlet Devret)","Fizibilite","Göksu N.","Point","esriGeometryPoint","37.760044934359549","37.861889960875743","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Çorak HES","1404","Çorak HES","Kamu","planlama","Kızılırmak","Point","esriGeometryPoint","37.817260397066654","39.916150837585988","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Üçgen-2 HES","638","Üçgen-2 HES","Kamu","FZB","Null","Point","esriGeometryPoint","37.971342702891107","40.736679982957803","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Işık HES","1502","Işık HES","Özel(Yap İşlet Devret)","Fizibilite","Göksu Ç.","Point","esriGeometryPoint","38.065354217986929","37.814185486804114","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Murat (1)","1477","Murat (1)","Özel(Yap İşlet Devret)","SKHA","Göksu N.","Point","esriGeometryPoint","38.095488761382626","37.614306868355946","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Çalıkobası HES","781","Çalıkobası HES","Kamu","Ön Başvuru","Null","Point","esriGeometryPoint","38.120556759177745","40.670740524564067","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Burç","1468","Burç","Özel(Yap İşlet Devret)","Insa Halinde","Göksu N.","Point","esriGeometryPoint","38.171519214648605","37.463530358094573","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kılıçkaya HES","1400","Kılıçkaya HES","Kamu","isletmede","Kelkit Ç.","Point","esriGeometryPoint","38.185302053537441","40.244723540436347","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kılıçkaya HES","1528","Kılıçkaya HES","Kamu","Null","Null","Point","esriGeometryPoint","38.187726841938748","40.258091421755871","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Koruköy","1500","Koruköy","Özel(Yap İşlet)","SKHA","Bulam Ç. (İçme Suyu İsale Hattı)","Point","esriGeometryPoint","38.264783059690515","37.816674729957768","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Darbogaz HES","185","Darbogaz HES","Kamu","master plan, öninceleme","Darboğaz D.","Point","esriGeometryPoint","38.33780798764743","39.56910753920404","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Altıntepe HES","1399","Altıntepe HES","Özel(Yap İşlet)","Isletmede","S5 Sulama Kanalı","Point","esriGeometryPoint","38.395630255919919","40.099002077059865","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Bağıştaş-2 HES","204","Bağıştaş-2 HES","Kamu","planlama","Fırat","Point","esriGeometryPoint","38.410079264226731","39.428039827060644","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Angutlu HES","1558","Angutlu HES","Kamu","FZB","Null","Point","esriGeometryPoint","38.441730118055595","40.760305573538318","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Karadağ HES","196","Karadağ HES","Kamu","master plan, öninceleme","Karabudak D.","Point","esriGeometryPoint","38.471524882284193","39.818035725149983","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kandil","1474","Kandil","Özel(Yap İşlet Devret)","Fizibilite","Birimşe Ç.,Gölgeli Ç.","Point","esriGeometryPoint","38.557419053976822","37.95070109537334","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Koru HES","312","Koru HES","Özel(Yap İşlet Devret)","Fizibilite","Koru Ç.","Point","esriGeometryPoint","38.567039533485996","39.034463721529512","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kırım HES","315","Kırım HES","Özel(Yap İşlet Devret)","Fizibilite","Gelipolan D.  Geliseyyan D.","Point","esriGeometryPoint","38.589431750139326","38.153949971669689","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kalen-I-2 HES","707","Kalen-I-2 HES","Kamu","isletmede","Çakrak D.","Point","esriGeometryPoint","38.595354837144043","40.62942043390052","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Yağlıdere HES","878","Yağlıdere HES","Kamu","master plan, öninceleme","Null","Point","esriGeometryPoint","38.628455978842823","40.85858933175242","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Karakuş ","1411","Karakuş","Özel(Yap İşlet Devret)","Fizibilite","Kahta Ç.","Point","esriGeometryPoint","38.633148843020827","37.840407458899705","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Koçlu HES","1567","Koçlu HES","Kamu","FZB","Null","Point","esriGeometryPoint","38.652957011722627","40.794593020047778","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Çamköy HES","768","Çamköy HES","Kamu","FZB","Null","Point","esriGeometryPoint","38.698118629006807","40.849769310372984","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Altköy HES","197","Altköy HES","Kamu","master plan, öninceleme","Köroğlu D.","Point","esriGeometryPoint","38.701548984592705","39.955660496413131","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Gem HES","201","Gem HES","Kamu","master plan, öninceleme","Kızıliniş D.","Point","esriGeometryPoint","38.73145133570911","40.02000690900848","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Avluca HES","1576","Avluca HES","Kamu","FZB","Null","Point","esriGeometryPoint","38.747323140780551","40.75608113975062","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Keban HES","345","Keban HES","Kamu","isletmede","Fırat N.","Point","esriGeometryPoint","38.75444321410211","38.809485426116204","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Çay HES","767","Çay HES","Kamu","Başvuru","Null","Point","esriGeometryPoint","38.784849922775962","40.891539902822721","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Büyükçay","1492","Büyükçay","Kamu","master plan, öninceleme","Büyükçay","Point","esriGeometryPoint","38.809179807678532","37.921756971379899","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kaynar -2 HES","151","Kaynar -2 HES","Özel(Yap İşlet)","SKHA","Seme D.","Point","esriGeometryPoint","38.815473448783322","40.1232332785385","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Armutlu HES","200","Armutlu HES","Kamu","master plan, öninceleme","Kızıleniş D.","Point","esriGeometryPoint","38.844678544872409","39.992487992155141","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Göcen HES","871","Göcen HES","Kamu","master plan, öninceleme","Null","Point","esriGeometryPoint","38.916269271145104","40.814367527152022","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Karlıtepe  HES","786","Karlıtepe  HES","Kamu","fzb","Null","Point","esriGeometryPoint","39.003052222983563","40.492179188074687","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Güzeloluk HES","830","Güzeloluk HES","Özel(Yap İşlet Devret)","FZB","Güzeloluk D.","Point","esriGeometryPoint","39.09609060467173","40.493501501196178","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Koyunhamza HES","769","Koyunhamza HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.106994911337146","40.962385546859139","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Telli-I HES","754","Telli-I HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.114226915901412","40.84902674154489","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Nata -2 HES","819","Nata -2 HES","Özel(Yap İşlet Devret)","Fizibilite","Harşit Ç.","Point","esriGeometryPoint","39.156079598545219","40.460483973379219","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Ortataş Regülatörü Ve HES","139","Ortataş Regülatörü Ve HES","Özel(Yap İşlet)","Ön İnceleme","Null","Point","esriGeometryPoint","39.263577243832671","38.16022925548021","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Ortaköy HES","1554","Ortaköy HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.289729352967406","40.968034604217337","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Çamlı HES","654","Çamlı HES","Kamu","planlama","Fol D.","Point","esriGeometryPoint","39.294139381990313","40.890552196406041","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Akça HES","640","Akça HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.31651613502418","41.03946705897124","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Konaktepe-2 HES","348","Konaktepe-2 HES","Kamu","insa halinde","Munzur Suyu","Point","esriGeometryPoint","39.481096152724419","39.235806274003664","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Uzunçayır HES","346","Uzunçayır HES","Kamu","insa halinde","Munzur Suyu","Point","esriGeometryPoint","39.538579814112644","38.979976160348023","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kelkit HES","722","Kelkit HES","Kamu","Null","Null","Point","esriGeometryPoint","39.556706140054679","40.132786079323907","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Yıldızlı HES","674","Yıldızlı HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.623607218713154","40.991033955456324","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Yüzüncüyıl HES","787","Yüzüncüyıl HES","Kamu","fzb","Null","Point","esriGeometryPoint","39.681013028821354","40.808865405504591","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Amastal-I HES","643","Amastal-I HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.702503704536149","40.720220669355342","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Aksu-2 HES","637","Aksu-2 HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.702664797950469","39.859877312178561","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Amastal-I HES","1614","Amastal-I HES","Kamu","FZB","Null","Point","esriGeometryPoint","39.709405944450005","40.697054755399911","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Tatar HES","356","Tatar HES","Özel(Yap İşlet Devret)","Fizibilite","Peri Suyu","Point","esriGeometryPoint","39.824196698708711","38.875688960241433","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Soğanlı I HES","220","Soğanlı I HES","Kamu","master plan, öninceleme","Soğanlı D.","Point","esriGeometryPoint","39.830485084654569","39.822417687504029","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Özdil HES","793","Özdil HES","Kamu","Ön Başvuru","Null","Point","esriGeometryPoint","39.865065967201438","40.873764629598867","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Pembelik HES","355","Pembelik HES","Özel(Yap İşlet Devret)","Fizibilite","Peri Suyu","Point","esriGeometryPoint","39.893051321770862","39.081729090018619","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Küçüksu Regülatörü Ve HES","943","Küçüksu Regülatörü Ve HES","Özel(Yap İşlet)","Ön İnceleme","Null","Point","esriGeometryPoint","39.921355804056539","38.434175483867776","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Selimoğlu HES","1506","Selimoğlu HES","Kamu","insa halinde","Yanbolu D.","Point","esriGeometryPoint","39.942664584927954","40.8553208416226","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Ayvadere HES","803","Ayvadere HES","Kamu","FZB","Null","Point","esriGeometryPoint","40.021472342446479","40.868837760495808","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Yağmur HES","1545","Yağmur HES","Kamu","FZB","Null","Point","esriGeometryPoint","40.121563905349937","40.823039660529432","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Yukarı Manahoz HES","775","Yukarı Manahoz HES","Kamu","SKHA","Null","Point","esriGeometryPoint","40.123630406582095","40.75213195653636","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Meşe HES","789","Meşe HES","Kamu","Ön Başvuru","Null","Point","esriGeometryPoint","40.189637493081797","40.565670768954334","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Çamlıkkaya HES","1509","Çamlıkkaya HES","Kamu","insa halinde","Ögene D.","Point","esriGeometryPoint","40.209557891806099","40.659828586037634","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Sarukan HES","495","Sarukan HES","Özel(Yap İşlet)","On_Basvuru","Null","Point","esriGeometryPoint","40.235536095561145","37.997495999362258","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Dicle I HES","374","Dicle I HES","Özel(Yap İşlet)","Fizibilite","Null","Point","esriGeometryPoint","40.252212327953011","38.019920849508793","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Gençosman HES","817","Gençosman HES","Kamu","Ön Başvuru","Null","Point","esriGeometryPoint","40.255548311554399","40.226833752915539","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Karasu -3 HES","251","Karasu -3 HES","Kamu","planlama","Karasu","Point","esriGeometryPoint","40.364418069971784","39.934115977110878","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Yedisu HES","297","Yedisu HES","Özel(Yap İşlet Devret)","SKHA","Yedisu","Point","esriGeometryPoint","40.373883367785751","39.277459190370664","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kartalkaya Brj  ","1460","Kartalkaya Brj","Özel(Yap İşlet Devret)","Insa Halinde","Aksu Ç.","Point","esriGeometryPoint","37.23565424624536","37.469563698421823","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Umutlu Bendi","1449","Umutlu Bendi","Özel(Yap İşlet Devret)","SKHA","Göksu N.","Point","esriGeometryPoint","37.405725927863173","37.887979278493013","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Çukurkaya HES","300","Çukurkaya HES","Özel(Yap İşlet Devret)","Fizibilite","Tohma Ç.","Point","esriGeometryPoint","37.490439246789769","38.564347870130213","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Koç","1422","Koç","Özel(Yap İşlet Devret)","Fizibilite","Kapıdere Ç.","Point","esriGeometryPoint","37.682585287465081","37.918597815138263","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Koyulhisar HES","152","Koyulhisar HES","Özel(Yap İşlet)","Isletmede","Kelkit Ç.","Point","esriGeometryPoint","37.782518784225267","40.29048180533583","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kozbükü HES","426","Kozbükü HES","Özel(Yap İşlet)","Fizibilite","Melet","Point","esriGeometryPoint","37.824784397039217","40.834021089387612","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Darıca-1 HES","428","Darıca-1 HES","Özel(Yap İşlet)","Fizibilite","Melet","Point","esriGeometryPoint","37.861160100940261","40.713005270035701","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Besni","1472","Besni","Kamu","isletmede","Göksu N.,Sofraz Ç.,Değirmen Ç.","Point","esriGeometryPoint","37.873579519577277","37.646814440801002","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Gemköprü HES","292","Gemköprü HES","Özel(Yap İşlet Devret)","Fizibilite","Gemköprü D. Eskiköy D.","Point","esriGeometryPoint","37.886857238190863","37.926350197421755","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Mursal -2 HES","1393","Mursal -2 HES","Özel(Yap İşlet)","SKHA","Nih Ç., Hikme Ç.","Point","esriGeometryPoint","38.005701784142516","39.264426784044915","4326","4326"
"25","İşletme Durumuna Göre HES","HES_ADI","Kayısı HES","296","Kayısı HES","Özel(Yap İşlet Devret)","Fizibilite","Null","Point","esriGeometryPoint","38.10582561777111","38.396909913428225","4326","4326"
